Mortal	Immortal	Protein	nPeptide	log2FC	log2FC_SE	FDR	log_oddsDE
JFCF_6	JFCF_6_T_1_C	sp|P61353|RL27_HUMAN	2	-0.000875099	0.490128	0.770529	-5.29908
JFCF_6	JFCF_6_T_1_C	sp|P61421|VA0D1_HUMAN	2	0.811706	0.415152	0.531212	-3.06701
JFCF_6	JFCF_6_T_1_C	sp|P61513|RL37A_HUMAN	2	0.57202	0.281	0.572887	-3.33957
JFCF_6	JFCF_6_T_1_C	sp|P61586|RHOA_HUMAN	2	0.0844689	0.383713	0.762844	-5.20156
JFCF_6	JFCF_6_T_1_C	sp|P61604|CH10_HUMAN	1	0.271379	0.307979	0.708338	-4.69791
JFCF_6	JFCF_6_T_1_C	sp|P61956|SUMO2_HUMAN	1	-0.189861	0.61552	0.731996	-4.89788
JFCF_6	JFCF_6_T_1_C	sp|P61970|NTF2_HUMAN	3	0.717388	0.448592	0.41201	-2.14395
JFCF_6	JFCF_6_T_1_C	sp|P61978|HNRPK_HUMAN	14	-0.204751	0.647834	0.777123	-5.46374
JFCF_6	JFCF_6_T_1_C	sp|P61981|1433G_HUMAN	5	0.968444	0.57166	0.0708706	0.846235
JFCF_6	JFCF_6_T_1_C	sp|P62081|RS7_HUMAN	6	0.307162	0.470417	0.673697	-4.38704
JFCF_6	JFCF_6_T_1_C	sp|P62140|PP1B_HUMAN	1	0.800109	0.164092	0.525915	-3.01329
JFCF_6	JFCF_6_T_1_C	sp|P62191|PRS4_HUMAN	3	0.0454512	0.358887	0.771834	-5.32075
JFCF_6	JFCF_6_T_1_C	sp|P62195|PRS8_HUMAN	6	0.649923	0.424568	0.210222	-0.680932
JFCF_6	JFCF_6_T_1_C	sp|P62241|RS8_HUMAN	8	0.0857727	0.41189	0.780389	-5.68017
JFCF_6	JFCF_6_T_1_C	sp|P62244|RS15A_HUMAN	2	0.921704	0.523109	0.378123	-1.94131
JFCF_6	JFCF_6_T_1_C	sp|P62249|RS16_HUMAN	4	-0.211574	0.22879	0.713869	-4.74578
JFCF_6	JFCF_6_T_1_C	sp|P62258|1433E_HUMAN	5	0.902846	0.460584	0.0749587	0.820199
JFCF_6	JFCF_6_T_1_C	sp|P62263|RS14_HUMAN	1	0.259342	0.84224	0.724334	-4.86915
JFCF_6	JFCF_6_T_1_C	sp|P62266|RS23_HUMAN	4	0.542036	0.40572	0.494862	-2.69602
JFCF_6	JFCF_6_T_1_C	sp|P62269|RS18_HUMAN	4	0.345277	0.859843	0.76167	-5.19045
JFCF_6	JFCF_6_T_1_C	sp|P62306|RUXF_HUMAN	1	-0.835743	1.18787	0.650664	-4.16407
JFCF_6	JFCF_6_T_1_C	sp|P62308|RUXG_HUMAN	1	-0.367976	0.678249	0.706566	-4.68047
JFCF_6	JFCF_6_T_1_C	sp|P62314|SMD1_HUMAN	4	-0.485479	0.588387	0.653159	-4.19957
JFCF_6	JFCF_6_T_1_C	sp|P62316|SMD2_HUMAN	6	-0.266975	0.404792	0.693537	-4.55754
JFCF_6	JFCF_6_T_1_C	sp|P62318|SMD3_HUMAN	2	0.823076	0.231233	0.2785	-1.22412
JFCF_6	JFCF_6_T_1_C	sp|P62333|PRS10_HUMAN	7	0.0364756	0.608574	0.780992	-5.71664
JFCF_6	JFCF_6_T_1_C	sp|P62424|RL7A_HUMAN	3	0.429237	0.51842	0.665128	-4.30003
JFCF_6	JFCF_6_T_1_C	sp|P62495|ERF1_HUMAN	3	-0.270918	0.447284	0.725277	-4.87521
JFCF_6	JFCF_6_T_1_C	sp|P62701|RS4X_HUMAN	1	0.919226	0.0531648	0.37238	-1.90092
JFCF_6	JFCF_6_T_1_C	sp|P62736|ACTA_HUMAN	8	0.755243	0.800702	0.470021	-2.52501
JFCF_6	JFCF_6_T_1_C	sp|P62753|RS6_HUMAN	3	0.519463	0.433647	0.614208	-3.78575
JFCF_6	JFCF_6_T_1_C	sp|P62805|H4_HUMAN	4	0.495416	0.717169	0.688804	-4.50524
JFCF_6	JFCF_6_T_1_C	sp|P62820|RAB1A_HUMAN	3	1.17749	0.592552	0.242972	-0.965663
JFCF_6	JFCF_6_T_1_C	sp|P62826|RAN_HUMAN	2	-0.350198	0.47665	0.701487	-4.63917
JFCF_6	JFCF_6_T_1_C	sp|P62834|RAP1A_HUMAN	1	1.11389	0.346918	0.400181	-2.05434
JFCF_6	JFCF_6_T_1_C	sp|P62841|RS15_HUMAN	3	0.562592	0.625307	0.636046	-4.00825
JFCF_6	JFCF_6_T_1_C	sp|P62851|RS25_HUMAN	3	0.900969	0.732489	0.483754	-2.62728
JFCF_6	JFCF_6_T_1_C	sp|P62854|RS26_HUMAN	2	0.0182525	0.183361	0.749533	-5.04195
JFCF_6	JFCF_6_T_1_C	sp|P62857|RS28_HUMAN	1	0.216033	1.34382	0.73639	-4.94817
JFCF_6	JFCF_6_T_1_C	sp|P62873|GBB1_HUMAN	2	0.790078	0.922414	0.640872	-4.04135
JFCF_6	JFCF_6_T_1_C	sp|P62879|GBB2_HUMAN	3	1.13528	1.09082	0.551375	-3.23222
JFCF_6	JFCF_6_T_1_C	sp|P62888|RL30_HUMAN	3	0.639935	0.346524	0.337671	-1.65717
JFCF_6	JFCF_6_T_1_C	sp|P62906|RL10A_HUMAN	3	0.301406	0.1269	0.640342	-4.04084
JFCF_6	JFCF_6_T_1_C	sp|P62917|RL8_HUMAN	3	0.217834	0.121678	0.703685	-4.65624
JFCF_6	JFCF_6_T_1_C	sp|P62937|PPIA_HUMAN	11	0.444688	0.408494	0.0882126	0.502678
JFCF_6	JFCF_6_T_1_C	sp|P63000|RAC1_HUMAN	3	0.978713	0.468368	0.29215	-1.33229
JFCF_6	JFCF_6_T_1_C	sp|P63010|AP2B1_HUMAN	15	0.852499	0.432922	5.40875e-07	12.3594
JFCF_6	JFCF_6_T_1_C	sp|P63167|DYL1_HUMAN	1	0.659758	0.764885	0.650161	-4.16265
JFCF_6	JFCF_6_T_1_C	sp|P63208|SKP1_HUMAN	3	0.535442	0.302572	0.476436	-2.58041
JFCF_6	JFCF_6_T_1_C	sp|P63241|IF5A1_HUMAN	2	0.578052	0.105008	0.548942	-3.21855
JFCF_6	JFCF_6_T_1_C	sp|P63244|RACK1_HUMAN	3	0.0194028	0.58009	0.774614	-5.39949
JFCF_6	JFCF_6_T_1_C	sp|P63261|ACTG_HUMAN	2	1.24758	0.317937	0.0850268	0.558136
JFCF_6	JFCF_6_T_1_C	sp|P67775|PP2AA_HUMAN	1	0.057921	0.141093	0.728373	-4.8877
JFCF_6	JFCF_6_T_1_C	sp|P67809|YBOX1_HUMAN	3	-0.23938	0.871929	0.77009	-5.29553
JFCF_6	JFCF_6_T_1_C	sp|P68036|UB2L3_HUMAN	1	1.12185	0.528666	0.415873	-2.17149
JFCF_6	JFCF_6_T_1_C	sp|P68104|EF1A1_HUMAN	3	-0.79488	1.12835	0.672373	-4.36633
JFCF_6	JFCF_6_T_1_C	sp|P68133|ACTS_HUMAN	6	0.808887	0.692005	0.350048	-1.76106
JFCF_6	JFCF_6_T_1_C	sp|P68371|TBB4B_HUMAN	2	-0.547154	0.450501	0.623699	-3.90207
JFCF_6	JFCF_6_T_1_C	sp|P68402|PA1B2_HUMAN	4	0.299524	0.540237	0.733771	-4.90813
JFCF_6	JFCF_6_T_1_C	sp|P78344|IF4G2_HUMAN	3	-0.0221222	0.289894	0.776084	-5.42903
JFCF_6	JFCF_6_T_1_C	sp|P78347|GTF2I_HUMAN	2	-1.61785	0.47266	0.132286	0.0229958
JFCF_6	JFCF_6_T_1_C	sp|P78371|TCPB_HUMAN	10	-0.411171	0.219155	0.0524098	1.09126
JFCF_6	JFCF_6_T_1_C	sp|P78417|GSTO1_HUMAN	1	1.1254	0.300361	0.373823	-1.91847
JFCF_6	JFCF_6_T_1_C	sp|P78527|PRKDC_HUMAN	9	-0.395234	0.464528	0.518695	-2.93746
JFCF_6	JFCF_6_T_1_C	sp|P78559|MAP1A_HUMAN	4	0.600957	0.170647	0.307232	-1.43552
JFCF_6	JFCF_6_T_1_C	sp|P80303|NUCB2_HUMAN	5	0.731704	0.291621	0.160983	-0.274477
JFCF_6	JFCF_6_T_1_C	sp|P80723|BASP1_HUMAN	12	0.718805	0.35305	1.66444e-06	11.2021
JFCF_6	JFCF_6_T_1_C	sp|P82932|RT06_HUMAN	1	0.360085	0.418521	0.690793	-4.53247
JFCF_6	JFCF_6_T_1_C	sp|P83731|RL24_HUMAN	2	-0.676804	0.281162	0.527692	-3.01946
JFCF_6	JFCF_6_T_1_C	sp|P84090|ERH_HUMAN	1	0.333252	0.215467	0.689204	-4.51041
JFCF_6	JFCF_6_T_1_C	sp|P84095|RHOG_HUMAN	2	0.527826	0.245222	0.606795	-3.68384
JFCF_6	JFCF_6_T_1_C	sp|P84098|RL19_HUMAN	3	0.211596	0.267621	0.730799	-4.89499
JFCF_6	JFCF_6_T_1_C	sp|P84103|SRSF3_HUMAN	2	-0.209271	0.821298	0.755874	-5.11177
JFCF_6	JFCF_6_T_1_C	sp|P98082|DAB2_HUMAN	3	0.735427	0.201832	0.298892	-1.37976
JFCF_6	JFCF_6_T_1_C	sp|P98179|RBM3_HUMAN	2	-0.803679	0.747311	0.60363	-3.6583
JFCF_6	JFCF_6_T_1_C	sp|P99999|CYC_HUMAN	2	0.942345	0.402965	0.346982	-1.74265
JFCF_6	JFCF_6_T_1_C	sp|Q00325|MPCP_HUMAN	5	0.545698	0.454593	0.467852	-2.51374
JFCF_6	JFCF_6_T_1_C	sp|Q00341|VIGLN_HUMAN	12	0.677609	0.45629	0.000950061	4.82161
JFCF_6	JFCF_6_T_1_C	sp|Q00610|CLH1_HUMAN	28	0.980637	0.69999	9.74541e-09	16.8734
JFCF_6	JFCF_6_T_1_C	sp|Q00839|HNRPU_HUMAN	10	-0.542608	0.472076	0.260911	-1.09661
JFCF_6	JFCF_6_T_1_C	sp|Q01081|U2AF1_HUMAN	2	-0.451659	0.0235065	0.624855	-3.90961
JFCF_6	JFCF_6_T_1_C	sp|Q01082|SPTB2_HUMAN	25	0.878877	0.498354	2.21416e-11	23.1224
JFCF_6	JFCF_6_T_1_C	sp|Q01085|TIAR_HUMAN	2	-0.527503	0.183803	0.618414	-3.8334
JFCF_6	JFCF_6_T_1_C	sp|Q01105|SET_HUMAN	2	-0.15108	0.456642	0.751084	-5.06424
JFCF_6	JFCF_6_T_1_C	sp|Q01130|SRSF2_HUMAN	2	-0.22402	1.19451	0.768543	-5.26532
JFCF_6	JFCF_6_T_1_C	sp|Q01518|CAP1_HUMAN	15	1.37188	0.558337	1.51089e-11	23.4669
JFCF_6	JFCF_6_T_1_C	sp|Q01813|PFKAP_HUMAN	7	0.608234	0.401182	0.0961653	0.422018
JFCF_6	JFCF_6_T_1_C	sp|Q01844|EWS_HUMAN	3	0.543476	0.291146	0.481681	-2.62659
JFCF_6	JFCF_6_T_1_C	sp|Q01995|TAGL_HUMAN	9	1.86878	1.19294	0.00293607	3.84024
JFCF_6	JFCF_6_T_1_C	sp|Q02218|ODO1_HUMAN	4	0.746656	0.47003	0.393435	-2.02215
JFCF_6	JFCF_6_T_1_C	sp|Q02790|FKBP4_HUMAN	4	-0.576129	0.949767	0.700004	-4.61791
JFCF_6	JFCF_6_T_1_C	sp|Q02809|PLOD1_HUMAN	9	1.236	0.814259	0.00836208	2.96423
JFCF_6	JFCF_6_T_1_C	sp|Q02818|NUCB1_HUMAN	3	0.82935	0.58241	0.516862	-2.91171
JFCF_6	JFCF_6_T_1_C	sp|Q02878|RL6_HUMAN	3	0.281293	0.811548	0.767649	-5.24981
JFCF_6	JFCF_6_T_1_C	sp|Q02880|TOP2B_HUMAN	2	-0.630314	0.413505	0.584294	-3.42907
JFCF_6	JFCF_6_T_1_C	sp|Q02952|AKA12_HUMAN	7	0.0976714	0.334374	0.778766	-5.56958
JFCF_6	JFCF_6_T_1_C	sp|Q03001|DYST_HUMAN	2	0.309249	0.159628	0.694699	-4.56348
JFCF_6	JFCF_6_T_1_C	sp|Q03252|LMNB2_HUMAN	9	-0.650577	0.284274	0.000524883	5.52224
JFCF_6	JFCF_6_T_1_C	sp|Q04637|IF4G1_HUMAN	6	0.0694788	0.294285	0.77897	-5.57468
JFCF_6	JFCF_6_T_1_C	sp|Q04760|LGUL_HUMAN	1	-0.837581	0.328839	0.529456	-3.05813
JFCF_6	JFCF_6_T_1_C	sp|Q04917|1433F_HUMAN	9	0.488379	0.357447	0.112993	0.166797
JFCF_6	JFCF_6_T_1_C	sp|Q05639|EF1A2_HUMAN	1	0.226054	1.48206	0.736678	-4.95114
JFCF_6	JFCF_6_T_1_C	sp|Q05682|CALD1_HUMAN	12	1.85873	1.24597	0.000272259	5.98805
JFCF_6	JFCF_6_T_1_C	sp|Q06210|GFPT1_HUMAN	4	0.656214	0.346611	0.273266	-1.20339
JFCF_6	JFCF_6_T_1_C	sp|Q06323|PSME1_HUMAN	6	0.697446	0.436707	0.166531	-0.394204
JFCF_6	JFCF_6_T_1_C	sp|Q07020|RL18_HUMAN	3	0.0429927	0.161504	0.773978	-5.37323
JFCF_6	JFCF_6_T_1_C	sp|Q07065|CKAP4_HUMAN	5	1.52575	1.2473	0.315424	-1.47615
JFCF_6	JFCF_6_T_1_C	sp|Q07666|KHDR1_HUMAN	3	-0.00262833	0.337504	0.776292	-5.43494
JFCF_6	JFCF_6_T_1_C	sp|Q07812|BAX_HUMAN	1	0.30225	0.631194	0.716224	-4.76358
JFCF_6	JFCF_6_T_1_C	sp|Q07866|KLC1_HUMAN	5	0.605802	0.409263	0.305572	-1.43036
JFCF_6	JFCF_6_T_1_C	sp|Q07954|LRP1_HUMAN	4	0.392383	0.166144	0.595164	-3.59102
JFCF_6	JFCF_6_T_1_C	sp|Q07955|SRSF1_HUMAN	1	-0.169823	0.331151	0.726524	-4.87763
JFCF_6	JFCF_6_T_1_C	sp|Q07960|RHG01_HUMAN	2	0.482109	0.443389	0.649657	-4.15009
JFCF_6	JFCF_6_T_1_C	sp|Q08211|DHX9_HUMAN	14	-0.266936	0.460409	0.643499	-4.08009
JFCF_6	JFCF_6_T_1_C	sp|Q08379|GOGA2_HUMAN	3	0.0736885	0.489545	0.768987	-5.26946
JFCF_6	JFCF_6_T_1_C	sp|Q08431|MFGM_HUMAN	3	0.407412	0.8209	0.730498	-4.89415
JFCF_6	JFCF_6_T_1_C	sp|Q08945|SSRP1_HUMAN	1	-0.680685	0.845857	0.654147	-4.20843
JFCF_6	JFCF_6_T_1_C	sp|Q09028|RBBP4_HUMAN	2	-0.719996	1.04691	0.678465	-4.43687
JFCF_6	JFCF_6_T_1_C	sp|Q09666|AHNK_HUMAN	35	1.02636	0.386766	0	73.4026
JFCF_6	JFCF_6_T_1_C	sp|Q0ZGT2|NEXN_HUMAN	3	0.825628	0.388577	0.385167	-1.96146
JFCF_6	JFCF_6_T_1_C	sp|Q10471|GALT2_HUMAN	2	-0.292173	0.0691517	0.691975	-4.54761
JFCF_6	JFCF_6_T_1_C	sp|Q10567|AP1B1_HUMAN	5	0.445003	0.556257	0.63981	-4.03833
JFCF_6	JFCF_6_T_1_C	sp|Q10713|MPPA_HUMAN	1	0.654295	0.554666	0.622537	-3.88942
JFCF_6	JFCF_6_T_1_C	sp|Q12765|SCRN1_HUMAN	2	-0.237031	0.158352	0.712848	-4.7221
JFCF_6	JFCF_6_T_1_C	sp|Q12792|TWF1_HUMAN	4	0.398575	0.314697	0.602351	-3.65176
JFCF_6	JFCF_6_T_1_C	sp|Q12797|ASPH_HUMAN	2	0.363109	0.208421	0.673257	-4.37365
JFCF_6	JFCF_6_T_1_C	sp|Q12841|FSTL1_HUMAN	2	0.866034	0.71449	0.579375	-3.37428
JFCF_6	JFCF_6_T_1_C	sp|Q12874|SF3A3_HUMAN	5	-0.448375	0.198985	0.459018	-2.45768
JFCF_6	JFCF_6_T_1_C	sp|Q12884|SEPR_HUMAN	2	1.08815	0.165765	0.197129	-0.635706
JFCF_6	JFCF_6_T_1_C	sp|Q12904|AIMP1_HUMAN	2	0.590764	0.335375	0.543167	-3.16559
JFCF_6	JFCF_6_T_1_C	sp|Q12905|ILF2_HUMAN	5	0.257549	0.385562	0.707985	-4.69136
JFCF_6	JFCF_6_T_1_C	sp|Q12906|ILF3_HUMAN	7	-0.0284429	0.395593	0.781791	-5.78038
JFCF_6	JFCF_6_T_1_C	sp|Q12931|TRAP1_HUMAN	1	-0.572993	0.801856	0.674136	-4.38737
JFCF_6	JFCF_6_T_1_C	sp|Q13045|FLII_HUMAN	2	-0.274391	0.325171	0.71113	-4.70946
JFCF_6	JFCF_6_T_1_C	sp|Q13151|ROA0_HUMAN	3	-0.566545	0.539526	0.597807	-3.62224
JFCF_6	JFCF_6_T_1_C	sp|Q13177|PAK2_HUMAN	3	0.0527131	0.382927	0.77419	-5.37721
JFCF_6	JFCF_6_T_1_C	sp|Q13185|CBX3_HUMAN	2	-0.75643	1.03652	0.671038	-4.3634
JFCF_6	JFCF_6_T_1_C	sp|Q13200|PSMD2_HUMAN	10	-0.148358	0.497859	0.779174	-5.58403
JFCF_6	JFCF_6_T_1_C	sp|Q13242|SRSF9_HUMAN	4	-0.979893	0.376713	0.181843	-0.487218
JFCF_6	JFCF_6_T_1_C	sp|Q13263|TIF1B_HUMAN	12	-0.702133	0.717298	0.224832	-0.793195
JFCF_6	JFCF_6_T_1_C	sp|Q13283|G3BP1_HUMAN	5	-0.478861	0.494762	0.567704	-3.31571
JFCF_6	JFCF_6_T_1_C	sp|Q13347|EIF3I_HUMAN	1	-0.653102	0.154685	0.591817	-3.55569
JFCF_6	JFCF_6_T_1_C	sp|Q13409|DC1I2_HUMAN	3	0.594186	0.255033	0.336107	-1.64484
JFCF_6	JFCF_6_T_1_C	sp|Q13418|ILK_HUMAN	3	0.992189	0.602113	0.241154	-0.958563
JFCF_6	JFCF_6_T_1_C	sp|Q13488|VPP3_HUMAN	2	-0.820654	0.211934	0.478544	-2.58913
JFCF_6	JFCF_6_T_1_C	sp|Q13526|PIN1_HUMAN	2	-0.0544973	0.144452	0.747962	-5.02667
JFCF_6	JFCF_6_T_1_C	sp|Q13561|DCTN2_HUMAN	4	0.908249	0.232775	0.00518844	3.36232
JFCF_6	JFCF_6_T_1_C	sp|Q13637|RAB32_HUMAN	3	1.16974	0.569103	0.179961	-0.47585
JFCF_6	JFCF_6_T_1_C	sp|Q13641|TPBG_HUMAN	2	0.716391	0.611241	0.599115	-3.63424
JFCF_6	JFCF_6_T_1_C	sp|Q13740|CD166_HUMAN	2	0.986617	0.48693	0.329815	-1.58937
JFCF_6	JFCF_6_T_1_C	sp|Q13813|SPTN1_HUMAN	21	0.790252	0.443458	2.53589e-10	18.8639
JFCF_6	JFCF_6_T_1_C	sp|Q13838|DX39B_HUMAN	4	0.476848	0.407776	0.508454	-2.85989
JFCF_6	JFCF_6_T_1_C	sp|Q13885|TBB2A_HUMAN	1	0.66075	0.356763	0.607422	-3.69871
JFCF_6	JFCF_6_T_1_C	sp|Q14008|CKAP5_HUMAN	2	0.107021	0.229628	0.742857	-4.9839
JFCF_6	JFCF_6_T_1_C	sp|Q14061|COX17_HUMAN	1	-0.415467	0.703273	0.699631	-4.61289
JFCF_6	JFCF_6_T_1_C	sp|Q14108|SCRB2_HUMAN	3	0.497892	0.949312	0.719849	-4.81811
JFCF_6	JFCF_6_T_1_C	sp|Q14152|EIF3A_HUMAN	4	0.106877	0.554249	0.778152	-5.49882
JFCF_6	JFCF_6_T_1_C	sp|Q14157|UBP2L_HUMAN	2	0.320899	0.615347	0.721467	-4.83154
JFCF_6	JFCF_6_T_1_C	sp|Q14165|MLEC_HUMAN	2	-0.0220162	0.799519	0.745032	-4.99019
JFCF_6	JFCF_6_T_1_C	sp|Q14195|DPYL3_HUMAN	4	0.743284	0.415139	0.264458	-1.13509
JFCF_6	JFCF_6_T_1_C	sp|Q14203|DCTN1_HUMAN	3	0.859296	0.37025	0.233862	-0.886461
JFCF_6	JFCF_6_T_1_C	sp|Q14204|DYHC1_HUMAN	19	0.565608	0.360568	2.92844e-06	11.0899
JFCF_6	JFCF_6_T_1_C	sp|Q14247|SRC8_HUMAN	4	0.725521	0.322137	0.155486	-0.223219
JFCF_6	JFCF_6_T_1_C	sp|Q14254|FLOT2_HUMAN	4	0.994891	0.394404	0.00314654	3.82014
JFCF_6	JFCF_6_T_1_C	sp|Q14257|RCN2_HUMAN	1	-0.593136	0.392961	0.628282	-3.94072
JFCF_6	JFCF_6_T_1_C	sp|Q14258|TRI25_HUMAN	2	0.812816	0.250557	0.42221	-2.20096
JFCF_6	JFCF_6_T_1_C	sp|Q14315|FLNC_HUMAN	31	0.653713	0.645443	2.70931e-05	8.30268
JFCF_6	JFCF_6_T_1_C	sp|Q14318|FKBP8_HUMAN	2	-0.19261	0.0408131	0.720499	-4.82053
JFCF_6	JFCF_6_T_1_C	sp|Q14444|CAPR1_HUMAN	3	0.20133	0.434098	0.754381	-5.09477
JFCF_6	JFCF_6_T_1_C	sp|Q14498|RBM39_HUMAN	3	-0.503508	0.341496	0.571419	-3.3309
JFCF_6	JFCF_6_T_1_C	sp|Q14644|RASA3_HUMAN	1	0.071659	0.364042	0.740085	-4.97161
JFCF_6	JFCF_6_T_1_C	sp|Q14677|EPN4_HUMAN	2	0.676562	0.137223	0.325052	-1.55195
JFCF_6	JFCF_6_T_1_C	sp|Q14697|GANAB_HUMAN	15	1.025	0.727064	0.000479132	5.63884
JFCF_6	JFCF_6_T_1_C	sp|Q14699|RFTN1_HUMAN	1	0.406552	0.619432	0.690397	-4.53033
JFCF_6	JFCF_6_T_1_C	sp|Q14764|MVP_HUMAN	11	0.335657	1.02368	0.775875	-5.42866
JFCF_6	JFCF_6_T_1_C	sp|Q14839|CHD4_HUMAN	4	-1.39088	0.532212	0.0370484	1.41951
JFCF_6	JFCF_6_T_1_C	sp|Q14847|LASP1_HUMAN	4	1.02449	0.657539	0.269757	-1.16722
JFCF_6	JFCF_6_T_1_C	sp|Q14914|PTGR1_HUMAN	4	0.871382	0.387066	0.0415456	1.31604
JFCF_6	JFCF_6_T_1_C	sp|Q14974|IMB1_HUMAN	7	-0.0215083	0.368671	0.783177	-5.85127
JFCF_6	JFCF_6_T_1_C	sp|Q14978|NOLC1_HUMAN	1	-1.37769	1.3125	0.569941	-3.32468
JFCF_6	JFCF_6_T_1_C	sp|Q14980|NUMA1_HUMAN	2	-0.5493	0.485427	0.64402	-4.08342
JFCF_6	JFCF_6_T_1_C	sp|Q15005|SPCS2_HUMAN	2	-0.00221308	0.167203	0.7672	-5.24638
JFCF_6	JFCF_6_T_1_C	sp|Q15008|PSMD6_HUMAN	6	0.663309	0.60861	0.46457	-2.49788
JFCF_6	JFCF_6_T_1_C	sp|Q15019|SEPT2_HUMAN	8	0.714786	0.519718	0.0763082	0.81076
JFCF_6	JFCF_6_T_1_C	sp|Q15029|U5S1_HUMAN	9	-0.190453	0.610963	0.777947	-5.48463
JFCF_6	JFCF_6_T_1_C	sp|Q15046|SYK_HUMAN	1	0.57934	0.193822	0.599766	-3.63445
JFCF_6	JFCF_6_T_1_C	sp|Q15056|IF4H_HUMAN	4	-0.363259	0.453209	0.675881	-4.40053
JFCF_6	JFCF_6_T_1_C	sp|Q15075|EEA1_HUMAN	6	0.911629	0.464025	0.0392941	1.38444
JFCF_6	JFCF_6_T_1_C	sp|Q15084|PDIA6_HUMAN	15	1.19046	0.625537	2.26369e-07	12.589
JFCF_6	JFCF_6_T_1_C	sp|Q15102|PA1B3_HUMAN	1	-1.81182	0.365783	0.0914098	0.486014
JFCF_6	JFCF_6_T_1_C	sp|Q15149|PLEC_HUMAN	27	0.780369	0.749236	3.65059e-05	7.99681
JFCF_6	JFCF_6_T_1_C	sp|Q15165|PON2_HUMAN	1	0.995191	0.971826	0.598462	-3.62258
JFCF_6	JFCF_6_T_1_C	sp|Q15181|IPYR_HUMAN	10	0.13996	0.29993	0.760723	-5.16545
JFCF_6	JFCF_6_T_1_C	sp|Q15185|TEBP_HUMAN	2	-0.00760885	0.202226	0.766749	-5.2459
JFCF_6	JFCF_6_T_1_C	sp|Q15233|NONO_HUMAN	5	-1.16445	0.895467	0.375262	-1.92438
JFCF_6	JFCF_6_T_1_C	sp|Q15287|RNPS1_HUMAN	1	-0.842885	1.03651	0.645058	-4.09287
JFCF_6	JFCF_6_T_1_C	sp|Q15293|RCN1_HUMAN	4	1.08899	0.737735	0.313802	-1.45999
JFCF_6	JFCF_6_T_1_C	sp|Q15363|TMED2_HUMAN	3	1.59	0.47694	0.00720602	3.02473
JFCF_6	JFCF_6_T_1_C	sp|Q15365|PCBP1_HUMAN	2	-0.0177836	0.768962	0.773125	-5.33659
JFCF_6	JFCF_6_T_1_C	sp|Q15366|PCBP2_HUMAN	1	-0.691595	0.462484	0.595828	-3.61276
JFCF_6	JFCF_6_T_1_C	sp|Q15369|ELOC_HUMAN	1	0.889814	0.159015	0.414589	-2.16744
JFCF_6	JFCF_6_T_1_C	sp|Q15370|ELOB_HUMAN	3	0.403346	0.420192	0.656107	-4.21905
JFCF_6	JFCF_6_T_1_C	sp|Q15393|SF3B3_HUMAN	3	0.0574918	0.235758	0.770747	-5.30119
JFCF_6	JFCF_6_T_1_C	sp|Q15404|RSU1_HUMAN	3	-0.018179	0.351468	0.763774	-5.21208
JFCF_6	JFCF_6_T_1_C	sp|Q15417|CNN3_HUMAN	9	0.842025	0.484922	0.00924947	2.7196
JFCF_6	JFCF_6_T_1_C	sp|Q15428|SF3A2_HUMAN	1	-0.00999263	1.11769	0.745569	-4.99102
JFCF_6	JFCF_6_T_1_C	sp|Q15436|SC23A_HUMAN	2	0.814818	0.535494	0.523228	-2.98327
JFCF_6	JFCF_6_T_1_C	sp|Q15631|TSN_HUMAN	2	-0.397479	0.167052	0.663267	-4.29321
JFCF_6	JFCF_6_T_1_C	sp|Q15637|SF01_HUMAN	3	-0.367146	0.493057	0.697374	-4.58719
JFCF_6	JFCF_6_T_1_C	sp|Q15691|MARE1_HUMAN	2	-0.689729	0.304233	0.449935	-2.39909
JFCF_6	JFCF_6_T_1_C	sp|Q15758|AAAT_HUMAN	2	0.0775619	0.625346	0.758323	-5.14952
JFCF_6	JFCF_6_T_1_C	sp|Q15942|ZYX_HUMAN	11	0.723759	0.70194	0.172297	-0.460698
JFCF_6	JFCF_6_T_1_C	sp|Q16181|SEPT7_HUMAN	8	0.86081	0.526079	0.0107793	2.56249
JFCF_6	JFCF_6_T_1_C	sp|Q16531|DDB1_HUMAN	5	0.628206	0.26422	0.0681323	0.873056
JFCF_6	JFCF_6_T_1_C	sp|Q16555|DPYL2_HUMAN	8	0.998481	0.887668	0.21934	-0.775171
JFCF_6	JFCF_6_T_1_C	sp|Q16643|DREB_HUMAN	3	-0.0446426	0.810331	0.772696	-5.33193
JFCF_6	JFCF_6_T_1_C	sp|Q16647|PTGIS_HUMAN	3	-0.541912	0.205835	0.536407	-3.10616
JFCF_6	JFCF_6_T_1_C	sp|Q16658|FSCN1_HUMAN	3	-0.147401	0.305436	0.757104	-5.13753
JFCF_6	JFCF_6_T_1_C	sp|Q16666|IF16_HUMAN	1	1.32729	0.72699	0.428426	-2.25195
JFCF_6	JFCF_6_T_1_C	sp|Q16698|DECR_HUMAN	3	1.18113	0.579269	0.191382	-0.618259
JFCF_6	JFCF_6_T_1_C	sp|Q16777|H2A2C_HUMAN	3	-1.42936	0.776843	0.213872	-0.694771
JFCF_6	JFCF_6_T_1_C	sp|Q16795|NDUA9_HUMAN	2	0.550623	0.206229	0.558522	-3.26864
JFCF_6	JFCF_6_T_1_C	sp|Q16836|HCDH_HUMAN	1	0.99869	0.130149	0.41969	-2.18922
