Mortal	Immortal	Protein	nPeptide	log2FC	log2FC_SE	FDR	log_oddsDE
LFS_05F_24_pre	LFS_05F_24_post	sp|P52597|HNRPF_HUMAN	2	0.647987	0.1614	0.578687	-3.19647
LFS_05F_24_pre	LFS_05F_24_post	sp|P52815|RM12_HUMAN	2	1.33677	0.3846	0.149638	-0.16921
LFS_05F_24_pre	LFS_05F_24_post	sp|P52907|CAZA1_HUMAN	3	-0.288159	0.392331	0.801473	-5.22924
LFS_05F_24_pre	LFS_05F_24_post	sp|P52943|CRIP2_HUMAN	5	0.858737	0.574363	0.337163	-1.63441
LFS_05F_24_pre	LFS_05F_24_post	sp|P53004|BIEA_HUMAN	2	1.06952	0.426588	0.291273	-1.37161
LFS_05F_24_pre	LFS_05F_24_post	sp|P53007|TXTP_HUMAN	1	0.93981	0.958025	0.71146	-4.24652
LFS_05F_24_pre	LFS_05F_24_post	sp|P53396|ACLY_HUMAN	13	0.486073	0.595264	0.508486	-2.7096
LFS_05F_24_pre	LFS_05F_24_post	sp|P53597|SUCA_HUMAN	1	0.347595	0.478321	0.786863	-5.09206
LFS_05F_24_pre	LFS_05F_24_post	sp|P53618|COPB_HUMAN	9	0.457717	0.561791	0.651027	-3.72819
LFS_05F_24_pre	LFS_05F_24_post	sp|P53621|COPA_HUMAN	7	0.760179	0.659756	0.34005	-1.66124
LFS_05F_24_pre	LFS_05F_24_post	sp|P54136|SYRC_HUMAN	7	0.435614	0.64819	0.778722	-4.99275
LFS_05F_24_pre	LFS_05F_24_post	sp|P54578|UBP14_HUMAN	3	1.06456	0.897494	0.636074	-3.59791
LFS_05F_24_pre	LFS_05F_24_post	sp|P54709|AT1B3_HUMAN	2	0.411486	0.388975	0.755172	-4.72079
LFS_05F_24_pre	LFS_05F_24_post	sp|P54727|RD23B_HUMAN	2	-0.632792	0.995242	0.776121	-4.96686
LFS_05F_24_pre	LFS_05F_24_post	sp|P54819|KAD2_HUMAN	4	0.43392	0.627237	0.783044	-5.04168
LFS_05F_24_pre	LFS_05F_24_post	sp|P54886|P5CS_HUMAN	6	-0.305077	0.380356	0.773457	-4.93386
LFS_05F_24_pre	LFS_05F_24_post	sp|P54920|SNAA_HUMAN	5	0.243652	0.390126	0.809425	-5.31365
LFS_05F_24_pre	LFS_05F_24_post	sp|P55036|PSMD4_HUMAN	3	-0.689931	0.358657	0.431589	-2.18659
LFS_05F_24_pre	LFS_05F_24_post	sp|P55060|XPO2_HUMAN	3	0.644567	0.144082	0.574768	-3.18037
LFS_05F_24_pre	LFS_05F_24_post	sp|P55072|TERA_HUMAN	20	0.531478	0.502971	0.0128843	2.66625
LFS_05F_24_pre	LFS_05F_24_post	sp|P55084|ECHB_HUMAN	5	-0.597874	0.56101	0.641827	-3.61595
LFS_05F_24_pre	LFS_05F_24_post	sp|P55145|MANF_HUMAN	1	1.53052	0.597704	0.32838	-1.577
LFS_05F_24_pre	LFS_05F_24_post	sp|P55290|CAD13_HUMAN	2	-0.557871	0.276879	0.722772	-4.36093
LFS_05F_24_pre	LFS_05F_24_post	sp|P55884|EIF3B_HUMAN	7	0.828566	0.531011	0.087073	0.728247
LFS_05F_24_pre	LFS_05F_24_post	sp|P58546|MTPN_HUMAN	2	1.06523	0.615082	0.523581	-2.79015
LFS_05F_24_pre	LFS_05F_24_post	sp|P59998|ARPC4_HUMAN	2	2.00686	1.71901	0.594922	-3.3482
LFS_05F_24_pre	LFS_05F_24_post	sp|P60033|CD81_HUMAN	2	0.553509	0.748037	0.771125	-4.89476
LFS_05F_24_pre	LFS_05F_24_post	sp|P60059|SC61G_HUMAN	1	-1.15416	0.487723	0.53627	-2.86295
LFS_05F_24_pre	LFS_05F_24_post	sp|P60174|TPIS_HUMAN	9	0.904561	0.532027	0.00571976	3.30484
LFS_05F_24_pre	LFS_05F_24_post	sp|P60468|SC61B_HUMAN	2	-0.541589	0.940309	0.791205	-5.11775
LFS_05F_24_pre	LFS_05F_24_post	sp|P60660|MYL6_HUMAN	3	0.0725329	0.749511	0.839125	-5.83264
LFS_05F_24_pre	LFS_05F_24_post	sp|P60842|IF4A1_HUMAN	5	0.841026	0.367838	0.0656467	0.951496
LFS_05F_24_pre	LFS_05F_24_post	sp|P60891|PRPS1_HUMAN	1	0.620608	0.41623	0.729479	-4.41543
LFS_05F_24_pre	LFS_05F_24_post	sp|P60900|PSA6_HUMAN	2	0.0436917	0.586311	0.827879	-5.54592
LFS_05F_24_pre	LFS_05F_24_post	sp|P60953|CDC42_HUMAN	4	0.876592	0.593298	0.381155	-1.89885
LFS_05F_24_pre	LFS_05F_24_post	sp|P60981|DEST_HUMAN	3	0.309842	0.34073	0.767535	-4.8762
LFS_05F_24_pre	LFS_05F_24_post	sp|P61009|SPCS3_HUMAN	1	0.820196	0.417699	0.664025	-3.82932
LFS_05F_24_pre	LFS_05F_24_post	sp|P61019|RAB2A_HUMAN	1	0.81885	0.39267	0.659799	-3.8013
LFS_05F_24_pre	LFS_05F_24_post	sp|P61088|UBE2N_HUMAN	2	0.0484249	0.740258	0.833269	-5.6571
LFS_05F_24_pre	LFS_05F_24_post	sp|P61106|RAB14_HUMAN	3	0.414235	0.257271	0.726166	-4.3892
LFS_05F_24_pre	LFS_05F_24_post	sp|P61158|ARP3_HUMAN	3	0.394875	0.861236	0.826081	-5.46832
LFS_05F_24_pre	LFS_05F_24_post	sp|P61160|ARP2_HUMAN	4	0.776316	0.644999	0.602021	-3.3756
LFS_05F_24_pre	LFS_05F_24_post	sp|P61163|ACTZ_HUMAN	3	-0.0688996	0.440625	0.83755	-5.80642
LFS_05F_24_pre	LFS_05F_24_post	sp|P61247|RS3A_HUMAN	5	1.12413	0.519125	0.0094411	2.99388
LFS_05F_24_pre	LFS_05F_24_post	sp|P61313|RL15_HUMAN	4	1.13706	1.4145	0.723343	-4.36145
LFS_05F_24_pre	LFS_05F_24_post	sp|P61513|RL37A_HUMAN	1	1.25293	1.3286	0.703829	-4.19822
LFS_05F_24_pre	LFS_05F_24_post	sp|P61586|RHOA_HUMAN	2	1.30495	0.681636	0.322422	-1.5474
LFS_05F_24_pre	LFS_05F_24_post	sp|P61604|CH10_HUMAN	1	1.22932	0.859091	0.604331	-3.38344
LFS_05F_24_pre	LFS_05F_24_post	sp|P61758|PFD3_HUMAN	1	0.686782	0.488564	0.707058	-4.21732
LFS_05F_24_pre	LFS_05F_24_post	sp|P61956|SUMO2_HUMAN	1	0.601451	0.367908	0.71988	-4.31996
LFS_05F_24_pre	LFS_05F_24_post	sp|P61970|NTF2_HUMAN	2	0.818416	0.386886	0.453246	-2.33924
LFS_05F_24_pre	LFS_05F_24_post	sp|P61978|HNRPK_HUMAN	11	-0.0283766	0.795797	0.84711	-6.53901
LFS_05F_24_pre	LFS_05F_24_post	sp|P61981|1433G_HUMAN	4	0.097739	0.471663	0.842748	-5.952
LFS_05F_24_pre	LFS_05F_24_post	sp|P62070|RRAS2_HUMAN	1	0.326605	0.250627	0.781979	-5.02864
LFS_05F_24_pre	LFS_05F_24_post	sp|P62081|RS7_HUMAN	9	0.702417	0.288929	5.26541e-05	7.95215
LFS_05F_24_pre	LFS_05F_24_post	sp|P62191|PRS4_HUMAN	2	0.310758	0.411222	0.792506	-5.1331
LFS_05F_24_pre	LFS_05F_24_post	sp|P62195|PRS8_HUMAN	4	0.686031	0.35697	0.396315	-1.94258
LFS_05F_24_pre	LFS_05F_24_post	sp|P62241|RS8_HUMAN	7	1.44602	0.536896	1.99149e-05	8.78816
LFS_05F_24_pre	LFS_05F_24_post	sp|P62244|RS15A_HUMAN	1	2.02547	0.280356	0.0970797	0.596776
LFS_05F_24_pre	LFS_05F_24_post	sp|P62249|RS16_HUMAN	4	1.89663	0.7756	0.00866025	2.99389
LFS_05F_24_pre	LFS_05F_24_post	sp|P62258|1433E_HUMAN	3	1.05803	0.506511	0.20447	-0.618754
LFS_05F_24_pre	LFS_05F_24_post	sp|P62263|RS14_HUMAN	4	0.608745	0.49936	0.598504	-3.3635
LFS_05F_24_pre	LFS_05F_24_post	sp|P62266|RS23_HUMAN	2	1.01915	0.602574	0.446882	-2.32163
LFS_05F_24_pre	LFS_05F_24_post	sp|P62269|RS18_HUMAN	3	0.0966804	0.974514	0.84067	-5.87629
LFS_05F_24_pre	LFS_05F_24_post	sp|P62280|RS11_HUMAN	3	0.591255	0.601271	0.721622	-4.34049
LFS_05F_24_pre	LFS_05F_24_post	sp|P62306|RUXF_HUMAN	1	-0.426689	1.02765	0.798164	-5.20425
LFS_05F_24_pre	LFS_05F_24_post	sp|P62308|RUXG_HUMAN	1	-0.602956	0.791189	0.75871	-4.75742
LFS_05F_24_pre	LFS_05F_24_post	sp|P62316|SMD2_HUMAN	4	0.373429	0.30401	0.67917	-3.93689
LFS_05F_24_pre	LFS_05F_24_post	sp|P62328|TYB4_HUMAN	2	-0.827093	1.40159	0.77687	-4.97356
LFS_05F_24_pre	LFS_05F_24_post	sp|P62333|PRS10_HUMAN	5	-0.357092	0.273169	0.707695	-4.22801
LFS_05F_24_pre	LFS_05F_24_post	sp|P62701|RS4X_HUMAN	4	0.870806	0.68271	0.49243	-2.62067
LFS_05F_24_pre	LFS_05F_24_post	sp|P62736|ACTA_HUMAN	6	0.101414	0.582132	0.846398	-6.20732
LFS_05F_24_pre	LFS_05F_24_post	sp|P62750|RL23A_HUMAN	5	1.69033	0.983801	0.146249	-0.144143
LFS_05F_24_pre	LFS_05F_24_post	sp|P62753|RS6_HUMAN	4	1.52303	0.497166	0.0101913	2.78989
LFS_05F_24_pre	LFS_05F_24_post	sp|P62805|H4_HUMAN	2	2.42865	1.0431	0.153022	-0.172482
LFS_05F_24_pre	LFS_05F_24_post	sp|P62820|RAB1A_HUMAN	3	0.468779	0.309845	0.696483	-4.09614
LFS_05F_24_pre	LFS_05F_24_post	sp|P62829|RL23_HUMAN	4	0.867698	0.732484	0.56397	-3.09955
LFS_05F_24_pre	LFS_05F_24_post	sp|P62834|RAP1A_HUMAN	1	1.02051	0.152442	0.438231	-2.23654
LFS_05F_24_pre	LFS_05F_24_post	sp|P62851|RS25_HUMAN	1	1.5526	1.6226	0.695797	-4.08846
LFS_05F_24_pre	LFS_05F_24_post	sp|P62857|RS28_HUMAN	4	0.5124	0.421493	0.625033	-3.51367
LFS_05F_24_pre	LFS_05F_24_post	sp|P62879|GBB2_HUMAN	2	0.500276	1.04351	0.813166	-5.32828
LFS_05F_24_pre	LFS_05F_24_post	sp|P62888|RL30_HUMAN	8	0.949401	0.546172	0.0372859	1.56998
LFS_05F_24_pre	LFS_05F_24_post	sp|P62906|RL10A_HUMAN	2	1.1927	0.81088	0.520306	-2.77008
LFS_05F_24_pre	LFS_05F_24_post	sp|P62910|RL32_HUMAN	2	1.51641	0.480663	0.172964	-0.45558
LFS_05F_24_pre	LFS_05F_24_post	sp|P62917|RL8_HUMAN	3	0.240181	0.584955	0.82964	-5.5702
LFS_05F_24_pre	LFS_05F_24_post	sp|P62937|PPIA_HUMAN	9	0.771144	0.494337	0.0063651	3.23591
LFS_05F_24_pre	LFS_05F_24_post	sp|P62942|FKB1A_HUMAN	2	0.376188	0.915804	0.818259	-5.36162
LFS_05F_24_pre	LFS_05F_24_post	sp|P63010|AP2B1_HUMAN	9	0.670045	0.33954	0.00703471	3.01378
LFS_05F_24_pre	LFS_05F_24_post	sp|P63104|1433Z_HUMAN	6	0.507947	0.736164	0.748266	-4.57938
LFS_05F_24_pre	LFS_05F_24_post	sp|P63167|DYL1_HUMAN	3	0.35862	0.562262	0.798774	-5.20535
LFS_05F_24_pre	LFS_05F_24_post	sp|P63208|SKP1_HUMAN	2	0.960836	0.334002	0.398768	-1.95692
LFS_05F_24_pre	LFS_05F_24_post	sp|P63220|RS21_HUMAN	2	0.830061	0.405113	0.555541	-2.98746
LFS_05F_24_pre	LFS_05F_24_post	sp|P63241|IF5A1_HUMAN	5	1.20146	0.567275	0.0410255	1.503
LFS_05F_24_pre	LFS_05F_24_post	sp|P63244|RACK1_HUMAN	7	0.432101	0.558128	0.710216	-4.2349
LFS_05F_24_pre	LFS_05F_24_post	sp|P63261|ACTG_HUMAN	2	0.176667	0.526212	0.826984	-5.5012
LFS_05F_24_pre	LFS_05F_24_post	sp|P67936|TPM4_HUMAN	4	0.451623	0.417536	0.67375	-3.88876
LFS_05F_24_pre	LFS_05F_24_post	sp|P68036|UB2L3_HUMAN	2	0.328885	0.334629	0.781622	-5.02491
LFS_05F_24_pre	LFS_05F_24_post	sp|P68104|EF1A1_HUMAN	11	0.687818	0.553462	0.0354896	1.63591
LFS_05F_24_pre	LFS_05F_24_post	sp|P68133|ACTS_HUMAN	6	-0.40913	0.637084	0.778354	-4.98669
LFS_05F_24_pre	LFS_05F_24_post	sp|P68371|TBB4B_HUMAN	1	-0.0194259	1.02983	0.817013	-5.34865
LFS_05F_24_pre	LFS_05F_24_post	sp|P68402|PA1B2_HUMAN	1	0.998652	0.629224	0.642767	-3.61729
LFS_05F_24_pre	LFS_05F_24_post	sp|P68871|HBB_HUMAN	1	0.934825	0.918945	0.705775	-4.2096
LFS_05F_24_pre	LFS_05F_24_post	sp|P69905|HBA_HUMAN	3	-1.15034	0.649766	0.359767	-1.78791
LFS_05F_24_pre	LFS_05F_24_post	sp|P78344|IF4G2_HUMAN	2	0.803318	0.547328	0.643702	-3.63842
LFS_05F_24_pre	LFS_05F_24_post	sp|P78347|GTF2I_HUMAN	1	0.458049	0.563248	0.769941	-4.89171
LFS_05F_24_pre	LFS_05F_24_post	sp|P78371|TCPB_HUMAN	7	0.326273	0.545576	0.796623	-5.17861
LFS_05F_24_pre	LFS_05F_24_post	sp|P78417|GSTO1_HUMAN	3	0.0085716	0.795428	0.842375	-5.93498
LFS_05F_24_pre	LFS_05F_24_post	sp|P78527|PRKDC_HUMAN	4	0.0736251	0.612027	0.835538	-5.72689
LFS_05F_24_pre	LFS_05F_24_post	sp|P78559|MAP1A_HUMAN	5	0.22895	0.333774	0.797858	-5.20413
LFS_05F_24_pre	LFS_05F_24_post	sp|P80303|NUCB2_HUMAN	3	0.67426	0.395874	0.534719	-2.85864
LFS_05F_24_pre	LFS_05F_24_post	sp|P80723|BASP1_HUMAN	8	0.378994	0.305189	0.417896	-2.10976
LFS_05F_24_pre	LFS_05F_24_post	sp|P83731|RL24_HUMAN	3	2.0555	0.351435	0.000872758	5.34002
LFS_05F_24_pre	LFS_05F_24_post	sp|P84090|ERH_HUMAN	1	1.40341	0.961156	0.573444	-3.17764
LFS_05F_24_pre	LFS_05F_24_post	sp|P84157|MXRA7_HUMAN	2	0.535553	0.155674	0.721044	-4.3347
LFS_05F_24_pre	LFS_05F_24_post	sp|P98082|DAB2_HUMAN	7	0.505967	0.444315	0.469556	-2.44019
LFS_05F_24_pre	LFS_05F_24_post	sp|P98160|PGBM_HUMAN	3	-1.35586	0.408117	0.107762	0.457754
LFS_05F_24_pre	LFS_05F_24_post	sp|P98179|RBM3_HUMAN	1	0.988162	0.927975	0.699864	-4.13675
LFS_05F_24_pre	LFS_05F_24_post	sp|P99999|CYC_HUMAN	3	0.555331	0.294787	0.545357	-2.89909
LFS_05F_24_pre	LFS_05F_24_post	sp|Q00325|MPCP_HUMAN	4	1.17915	0.693462	0.231289	-0.805097
LFS_05F_24_pre	LFS_05F_24_post	sp|Q00341|VIGLN_HUMAN	14	0.291804	0.288452	0.459456	-2.39171
LFS_05F_24_pre	LFS_05F_24_post	sp|Q00610|CLH1_HUMAN	11	1.0647	0.528392	4.74158e-06	10.1552
LFS_05F_24_pre	LFS_05F_24_post	sp|Q00688|FKBP3_HUMAN	3	0.281346	0.425689	0.805246	-5.2747
LFS_05F_24_pre	LFS_05F_24_post	sp|Q00765|REEP5_HUMAN	1	1.05947	0.341826	0.477385	-2.49161
LFS_05F_24_pre	LFS_05F_24_post	sp|Q00839|HNRPU_HUMAN	9	0.611306	0.469566	0.207844	-0.644798
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01081|U2AF1_HUMAN	2	-0.308961	0.965747	0.817513	-5.35689
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01082|SPTB2_HUMAN	11	0.544061	0.438431	0.113226	0.438139
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01105|SET_HUMAN	3	1.03746	0.456364	0.110505	0.44404
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01130|SRSF2_HUMAN	2	-0.0349541	1.33947	0.831794	-5.61727
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01518|CAP1_HUMAN	10	0.798681	0.367978	3.97085e-05	8.16037
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01813|PFKAP_HUMAN	3	0.60418	0.287212	0.552676	-2.96212
LFS_05F_24_pre	LFS_05F_24_post	sp|Q01995|TAGL_HUMAN	7	0.982263	0.647016	0.121353	0.293772
LFS_05F_24_pre	LFS_05F_24_post	sp|Q02790|FKBP4_HUMAN	3	0.761946	0.206104	0.258105	-1.21003
LFS_05F_24_pre	LFS_05F_24_post	sp|Q02809|PLOD1_HUMAN	5	0.58024	0.568581	0.638974	-3.60871
LFS_05F_24_pre	LFS_05F_24_post	sp|Q02818|NUCB1_HUMAN	4	0.0612369	0.677671	0.839514	-5.83561
LFS_05F_24_pre	LFS_05F_24_post	sp|Q02878|RL6_HUMAN	2	0.695964	1.1416	0.785835	-5.08298
LFS_05F_24_pre	LFS_05F_24_post	sp|Q02880|TOP2B_HUMAN	1	0.122743	0.391248	0.808879	-5.30767
LFS_05F_24_pre	LFS_05F_24_post	sp|Q02952|AKA12_HUMAN	3	1.44359	0.622688	0.221284	-0.765638
LFS_05F_24_pre	LFS_05F_24_post	sp|Q03252|LMNB2_HUMAN	10	-0.177454	0.510263	0.841052	-5.88113
LFS_05F_24_pre	LFS_05F_24_post	sp|Q04637|IF4G1_HUMAN	6	0.410288	0.609543	0.762992	-4.82855
LFS_05F_24_pre	LFS_05F_24_post	sp|Q04760|LGUL_HUMAN	2	0.503714	0.302119	0.737938	-4.48642
LFS_05F_24_pre	LFS_05F_24_post	sp|Q04917|1433F_HUMAN	8	0.896165	0.457778	0.00099857	5.24061
LFS_05F_24_pre	LFS_05F_24_post	sp|Q05682|CALD1_HUMAN	12	0.602466	0.414106	0.0138318	2.65767
LFS_05F_24_pre	LFS_05F_24_post	sp|Q06830|PRDX1_HUMAN	2	1.23818	0.853905	0.576083	-3.18241
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07020|RL18_HUMAN	3	0.385143	0.383805	0.751533	-4.64168
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07065|CKAP4_HUMAN	10	-0.537475	0.789449	0.713917	-4.26311
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07666|KHDR1_HUMAN	2	0.794909	0.567792	0.611108	-3.43783
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07866|KLC1_HUMAN	3	0.625074	0.258899	0.51021	-2.71651
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07954|LRP1_HUMAN	5	-0.700784	0.480196	0.413187	-2.10244
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07955|SRSF1_HUMAN	4	-0.134056	0.752599	0.83932	-5.83308
LFS_05F_24_pre	LFS_05F_24_post	sp|Q07960|RHG01_HUMAN	3	0.479873	0.242879	0.678406	-3.93364
LFS_05F_24_pre	LFS_05F_24_post	sp|Q08211|DHX9_HUMAN	2	0.61055	0.425817	0.723912	-4.36683
LFS_05F_24_pre	LFS_05F_24_post	sp|Q08257|QOR_HUMAN	1	1.1681	1.0136	0.665686	-3.83294
LFS_05F_24_pre	LFS_05F_24_post	sp|Q08378|GOGA3_HUMAN	1	0.393161	0.0798222	0.765903	-4.85472
LFS_05F_24_pre	LFS_05F_24_post	sp|Q08752|PPID_HUMAN	2	0.405379	0.27409	0.764664	-4.83944
LFS_05F_24_pre	LFS_05F_24_post	sp|Q09028|RBBP4_HUMAN	2	0.493384	0.305507	0.722198	-4.35848
LFS_05F_24_pre	LFS_05F_24_post	sp|Q09666|AHNK_HUMAN	36	0.861413	0.509839	0	36.6969
LFS_05F_24_pre	LFS_05F_24_post	sp|Q10471|GALT2_HUMAN	2	0.591126	0.234626	0.703175	-4.19651
LFS_05F_24_pre	LFS_05F_24_post	sp|Q10567|AP1B1_HUMAN	6	0.804517	0.257994	0.0078633	3.01139
LFS_05F_24_pre	LFS_05F_24_post	sp|Q12797|ASPH_HUMAN	3	0.510675	0.716155	0.776496	-4.97051
LFS_05F_24_pre	LFS_05F_24_post	sp|Q12874|SF3A3_HUMAN	2	0.470953	0.569665	0.769544	-4.89162
LFS_05F_24_pre	LFS_05F_24_post	sp|Q12905|ILF2_HUMAN	6	0.588812	0.219477	0.0535641	1.15871
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13045|FLII_HUMAN	2	0.249041	0.907655	0.82355	-5.431
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13126|MTAP_HUMAN	1	0.948871	0.206464	0.570776	-3.12505
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13148|TADBP_HUMAN	1	1.05553	0.614456	0.607745	-3.42489
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13151|ROA0_HUMAN	2	-0.255358	0.562224	0.822847	-5.42143
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13200|PSMD2_HUMAN	3	0.482801	0.161417	0.645562	-3.668
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13242|SRSF9_HUMAN	1	0.746788	0.484649	0.688781	-4.01657
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13263|TIF1B_HUMAN	6	0.346467	0.397453	0.750143	-4.60149
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13283|G3BP1_HUMAN	4	0.243572	0.586559	0.83285	-5.63312
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13347|EIF3I_HUMAN	2	-0.922773	0.677951	0.66733	-3.84314
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13409|DC1I2_HUMAN	1	0.377941	0.344972	0.774606	-4.95466
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13423|NNTM_HUMAN	2	0.303276	0.816316	0.822611	-5.41952
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13435|SF3B2_HUMAN	3	0.435272	0.315483	0.71693	-4.29094
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13492|PICAL_HUMAN	6	-0.027068	0.349079	0.845681	-6.11424
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13526|PIN1_HUMAN	2	1.10018	0.134004	0.271744	-1.26167
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13557|KCC2D_HUMAN	1	-0.747616	0.372685	0.661502	-3.81034
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13561|DCTN2_HUMAN	5	-0.104462	0.448793	0.841621	-5.90467
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13619|CUL4A_HUMAN	3	0.731001	0.504136	0.590051	-3.29847
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13637|RAB32_HUMAN	2	0.182824	0.521974	0.827656	-5.52713
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13724|MOGS_HUMAN	1	0.512352	0.530418	0.759579	-4.76346
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13740|CD166_HUMAN	3	0.454459	0.363257	0.699194	-4.1367
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13813|SPTN1_HUMAN	14	0.438507	0.362509	0.0512281	1.17599
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13838|DX39B_HUMAN	3	0.0716821	0.687358	0.840287	-5.86314
LFS_05F_24_pre	LFS_05F_24_post	sp|Q13885|TBB2A_HUMAN	1	-0.487716	0.426423	0.758273	-4.75552
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14008|CKAP5_HUMAN	4	0.81919	0.482482	0.463537	-2.42566
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14011|CIRBP_HUMAN	1	0.927302	0.248264	0.583809	-3.25003
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14019|COTL1_HUMAN	2	0.343935	0.607545	0.799682	-5.21455
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14061|COX17_HUMAN	1	-0.102535	0.824558	0.813689	-5.33161
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14103|HNRPD_HUMAN	2	0.0914227	0.26267	0.831367	-5.60464
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14108|SCRB2_HUMAN	1	-0.288048	0.360529	0.794743	-5.15733
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14152|EIF3A_HUMAN	2	0.783745	0.203012	0.60318	-3.37847
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14165|MLEC_HUMAN	2	0.731672	0.494483	0.634114	-3.58805
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14192|FHL2_HUMAN	5	1.19683	0.708338	0.176533	-0.455586
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14195|DPYL3_HUMAN	3	0.693221	0.627158	0.681438	-3.94695
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14204|DYHC1_HUMAN	17	0.876492	0.398525	1.55731e-09	16.8801
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14240|IF4A2_HUMAN	3	1.01045	0.25686	0.094628	0.697147
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14247|SRC8_HUMAN	5	-0.180915	0.414783	0.834308	-5.70003
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14315|FLNC_HUMAN	22	0.834434	0.5013	1.28363e-08	15.8434
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14677|EPN4_HUMAN	2	0.369042	0.305136	0.774225	-4.95363
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14690|RRP5_HUMAN	2	0.375741	0.049304	0.770337	-4.89285
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14697|GANAB_HUMAN	10	0.193703	0.589415	0.842187	-5.92684
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14764|MVP_HUMAN	9	-0.197976	0.492192	0.835742	-5.73888
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14847|LASP1_HUMAN	4	0.388277	0.376226	0.733246	-4.46325
LFS_05F_24_pre	LFS_05F_24_post	sp|Q14974|IMB1_HUMAN	8	0.811485	0.598467	0.16295	-0.223029
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15005|SPCS2_HUMAN	2	-1.11284	0.329909	0.436027	-2.23301
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15008|PSMD6_HUMAN	2	0.758668	0.71986	0.725044	-4.37707
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15019|SEPT2_HUMAN	4	0.0279605	0.239779	0.838538	-5.82994
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15029|U5S1_HUMAN	3	1.25578	0.732845	0.334245	-1.62974
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15046|SYK_HUMAN	2	-1.03988	0.286651	0.465561	-2.42956
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15056|IF4H_HUMAN	2	-0.117883	0.911249	0.830292	-5.59257
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15075|EEA1_HUMAN	5	0.142474	0.362725	0.836751	-5.78061
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15084|PDIA6_HUMAN	8	0.683236	0.521062	0.136504	0.0156387
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15121|PEA15_HUMAN	1	0.151034	0.95477	0.821184	-5.40682
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15149|PLEC_HUMAN	18	0.505036	0.74587	0.51531	-2.74231
LFS_05F_24_pre	LFS_05F_24_post	sp|Q15181|IPYR_HUMAN	6	0.195469	0.335446	0.823316	-5.43031
